sale_date,item_id,sale_id,product_id,quantity,original_price,unit_price,discount_applied,discount_percent,discounted,item_total,channel,channel_campaigns,total_amount,product_name,category,brand,color,size,catalog_price,cost_price,customer_id,gender,age_range,signup_date,first_name,last_name,email,country
2025-05-22,3160,216,122,1,24.8,24.8,0.0,0.00%,0,24.8,E-commerce,Website Banner,238.58,Modern Boxy Trousers,Pants,Tiva,Green,XL,24.8,16.59,968,Female,16-25,2025-04-16,Lyon,Beetlestone,lbeetlestoneqv@shareasale.com,Italy
2025-04-06,3216,235,122,1,24.8,24.8,0.0,0.00%,0,24.8,E-commerce,Website Banner,,Modern Boxy Trousers,Pants,Tiva,Green,XL,24.8,16.59,411,Female,56-65,2025-04-13,Olenka,Simpole,osimpolebe@issuu.com,Germany
2025-04-16,1478,1255,319,1,24.05,24.05,0.0,0.00%,0,24.05,App Mobile,App Mobile,104.81,Essential Silk Dress,Dresses,Tiva,Red,M,24.05,10.75,464,Female,36-45,2025-04-14,Juan,Blacklock,jblacklockcv@discuz.net,Germany
2025-05-05,3047,1175,319,1,24.05,24.05,0.0,0.00%,0,24.05,E-commerce,Website Banner,71.92,Essential Silk Dress,Dresses,Tiva,Red,M,24.05,10.75,664,Female,56-65,2025-04-18,Rudolph,Drakeford,rdrakefordif@nba.com,France
2025-05-19,2138,199,330,1,33.94,23.76,10.18,30.00%,1,23.76,App Mobile,Social Media,,Essential Wrap Set,Sleepwear,Tiva,Blue,XS,33.94,16.1,929,Female,26-35,2025-01-11,Llywellyn,Cristofari,lcristofarips@cbsnews.com,Netherlands
2025-05-24,2359,269,443,1,23.13,23.13,0.0,0.00%,0,23.13,App Mobile,App Mobile,503.93,Bold Ribbed Set,Sleepwear,Tiva,Black,S,23.13,11.85,298,Female,16-25,2025-05-03,Noland,Filyashin,nfilyashin89@nasa.gov,Germany
2025-04-28,2360,546,164,1,22.96,22.96,0.0,0.00%,0,22.96,E-commerce,Website Banner,,Vintage High-Waist Dress,Dresses,Tiva,Blue,M,22.96,12.87,787,Female,46-55,2025-02-19,Clarita,Rumin,cruminlu@biglobe.ne.jp,Italy
2025-06-04,3238,912,14,1,24.96,22.46,2.5,10.00%,1,22.46,E-commerce,Email,113.2,Soft Cotton Dress,Dresses,Tiva,Black,XS,24.96,11.57,39,Female,36-45,2025-04-05,Brant,Camel,bcamel12@mediafire.com,France
2025-05-13,1235,1042,457,1,31.61,22.13,9.48,30.00%,1,22.13,App Mobile,Social Media,45.5,Bold Crew Tee,T-Shirts,Tiva,Black,M,31.61,12.75,822,Female,56-65,2025-04-30,Hilary,Fitzjohn,,Germany
2025-04-25,89,114,114,1,21.53,21.53,0.0,0.00%,0,21.53,App Mobile,App Mobile,280.43,Classic Ribbed Shoes,Shoes,Tiva,White,36,21.53,13.83,903,Female,16-25,2025-04-04,Philis,Ragge,praggep2@bandcamp.com,Spain
2025-05-24,362,868,334,1,20.82,20.82,0.0,0.00%,0,20.82,App Mobile,App Mobile,66.93,Tailored Ribbed Dress,Dresses,Tiva,Black,M,20.82,9.05,394,Female,56-65,2025-03-03,Myrvyn,McClean,mmccleanax@forbes.com,Spain
2025-05-14,1068,428,51,1,25.38,17.77,7.61,30.00%,1,17.77,App Mobile,Social Media,70.69,Soft Satin Set,Sleepwear,Tiva,Green,XL,25.38,17.53,556,Female,16-25,2025-03-27,Clyve,Giacovelli,,Italy
2025-05-14,2405,588,14,1,24.96,17.47,7.49,30.00%,1,17.47,App Mobile,Social Media,178.9,Soft Cotton Dress,Dresses,Tiva,Black,XS,24.96,11.57,898,Female,36-45,2025-02-28,Ammamaria,Dillingstone,adillingstoneox@opera.com,Italy
2025-05-13,1340,24,205,1,24.05,16.84,7.22,30.00%,1,16.84,App Mobile,Social Media,173.28,Vintage Satin Trousers,Pants,Tiva,Green,XS,24.05,14.0,750,Female,46-55,2025-04-10,Caprice,Maccrae,cmaccraekt@biblegateway.com,Spain
2025-05-13,2382,172,443,1,23.13,16.19,6.94,30.00%,1,16.19,App Mobile,Social Media,178.2,Bold Ribbed Set,Sleepwear,Tiva,Black,S,23.13,11.85,398,Female,16-25,2025-01-26,Rabi,Nairn,rnairnb1@wikispaces.com,Spain
2025-05-17,1102,558,164,1,22.96,16.07,6.89,30.00%,1,16.07,App Mobile,Social Media,191.33,Vintage High-Waist Dress,Dresses,Tiva,Blue,M,22.96,12.87,525,Female,16-25,2025-04-23,Cortie,Harring,charringek@360.cn,Italy
2025-05-14,433,428,491,1,22.66,15.86,6.8,30.00%,1,15.86,App Mobile,Social Media,,T-Shirts Drop 6,T-Shirts,Tiva,Green,L,22.66,12.16,556,Female,16-25,2025-03-27,Clyve,Giacovelli,,Italy
2025-05-19,406,376,114,1,21.53,15.07,6.46,30.00%,1,15.07,App Mobile,Social Media,195.76,Classic Ribbed Shoes,Shoes,Tiva,White,36,21.53,13.83,497,Female,36-45,2025-02-10,Debra,Salvadori,dsalvadorids@altervista.org,Germany
2025-05-21,813,1116,198,1,14.64,14.64,0.0,0.00%,0,14.64,E-commerce,Website Banner,318.59,Polished Crew Dress,Dresses,Tiva,Blue,S,14.64,9.8,640,Female,26-35,2025-01-20,Kalina,Gadman,,France
2025-05-16,1913,237,64,1,13.51,13.51,0.0,0.00%,0,13.51,E-commerce,Website Banner,465.41,Soft Sleeveless Set,Sleepwear,Tiva,Black,M,13.51,6.85,167,Female,46-55,2025-03-07,Adelheid,Queripel,aqueripel4m@friendfeed.com,France
2025-05-14,3141,59,284,2,81.79,81.79,0.0,0.00%,0,163.58,E-commerce,Website Banner,435.92,Essential Cotton Shoes,Shoes,Tiva,White,35,81.79,35.02,787,Female,46-55,2025-02-19,Clarita,Rumin,cruminlu@biglobe.ne.jp,Italy
2025-04-18,2715,175,60,2,81.7,81.7,0.0,0.00%,0,163.4,App Mobile,App Mobile,339.82,Modern Cotton Tee,T-Shirts,Tiva,Green,M,81.7,40.65,113,Female,26-35,2025-02-28,Coleman,Vane,cvane34@ihg.com,Germany
2025-04-22,203,1152,146,2,81.06,81.06,0.0,0.00%,0,162.12,E-commerce,Website Banner,375.47,Vintage Wrap Shoes,Shoes,Tiva,White,36,81.06,33.32,157,Female,56-65,2025-05-11,Conway,Haslehurst,chaslehurst4c@fotki.com,Italy
2025-05-04,425,545,146,2,81.06,81.06,0.0,0.00%,0,162.12,E-commerce,Website Banner,,Vintage Wrap Shoes,Shoes,Tiva,White,36,81.06,33.32,99,Female,36-45,2025-03-17,Pavlov,Quogan,pquogan2q@omniture.com,Spain
2025-04-17,757,846,146,2,81.06,81.06,0.0,0.00%,0,162.12,App Mobile,App Mobile,425.02,Vintage Wrap Shoes,Shoes,Tiva,White,36,81.06,33.32,541,Female,56-65,2025-04-17,Idaline,Goodwill,igoodwillf0@tumblr.com,France
2025-05-26,951,1058,146,2,81.06,81.06,0.0,0.00%,0,162.12,E-commerce,Website Banner,339.2,Vintage Wrap Shoes,Shoes,Tiva,White,36,81.06,33.32,163,Female,16-25,2025-03-18,,Cattermoul,gcattermoul4i@yahoo.co.jp,Italy
2025-05-18,2023,314,71,2,80.76,80.76,0.0,0.00%,0,161.52,E-commerce,Website Banner,446.09,Modern Ribbed Trousers,Pants,Tiva,Red,XL,80.76,51.01,377,Female,16-25,2025-02-03,Conrade,Norway,cnorwayag@newsvine.com,Spain
2025-05-26,2755,265,182,2,78.63,78.63,0.0,0.00%,0,157.26,App Mobile,App Mobile,,Vintage Satin Set,Sleepwear,Tiva,Red,S,78.63,34.13,346,Female,56-65,2025-01-26,Alwyn,Hurling,ahurling9l@mtv.com,Italy
2025-05-24,680,800,2,2,78.45,78.45,0.0,0.00%,0,156.9,E-commerce,Website Banner,555.4,Soft Wrap Tee,T-Shirts,Tiva,White,S,78.45,53.76,96,Female,36-45,2025-02-15,Fawnia,,fworgan2n@xing.com,Italy
2025-04-29,970,1158,163,2,76.96,76.96,0.0,0.00%,0,153.92,E-commerce,Website Banner,,Vintage Wrap Set,Sleepwear,Tiva,Blue,XS,76.96,45.41,764,Female,26-35,2025-05-12,Loutitia,Petrov,lpetrovl7@house.gov,France
2025-05-04,1533,654,163,2,76.96,76.96,0.0,0.00%,0,153.92,App Mobile,App Mobile,328.98,Vintage Wrap Set,Sleepwear,Tiva,Blue,XS,76.96,45.41,881,Female,36-45,2025-03-03,Candi,Chrystal,cchrystalog@cyberchimps.com,Portugal
2025-06-04,2146,1314,448,2,75.62,75.62,0.0,0.00%,0,151.24,App Mobile,App Mobile,234.64,Bold Silk Dress,Dresses,Tiva,White,S,75.62,47.34,776,Female,56-65,2025-03-18,Phineas,Cowden,pcowdenlj@stumbleupon.com,Portugal
2025-04-15,3254,171,459,2,75.17,75.17,0.0,0.00%,0,150.34,E-commerce,Website Banner,564.17,Bold High-Waist Dress,Dresses,Tiva,Green,XS,75.17,31.34,158,Female,26-35,2025-05-21,Chalmers,Keymar,ckeymar4d@intel.com,Netherlands
2025-06-05,2859,181,116,2,74.81,74.81,0.0,0.00%,0,149.62,App Mobile,App Mobile,659.3,Modern High-Waist Trousers,Pants,Tiva,Green,M,74.81,49.48,252,Female,16-25,2025-03-02,Rey,Cutajar,rcutajar6z@wikipedia.org,Italy
2025-04-29,2957,284,116,2,74.81,74.81,0.0,0.00%,0,149.62,App Mobile,App Mobile,362.54,Modern High-Waist Trousers,Pants,Tiva,Green,M,74.81,49.48,880,Female,16-25,2025-01-07,Bastian,Adkins,,Portugal
2025-05-25,792,555,359,2,74.28,74.28,0.0,0.00%,0,148.56,App Mobile,App Mobile,376.87,Tailored Silk Shoes,Shoes,Tiva,Blue,38,74.28,50.66,997,Female,56-65,2025-03-29,Honor,MacAndreis,hmacandreisro@delicious.com,Italy
2025-04-17,3154,856,359,2,74.28,74.28,0.0,0.00%,0,148.56,E-commerce,Website Banner,206.9,Tailored Silk Shoes,Shoes,Tiva,Blue,38,74.28,50.66,648,Female,36-45,2025-02-18,Sylvan,De Vuyst,sdevuysthz@creativecommons.org,Germany
2025-06-17,888,1100,327,2,74.24,74.24,0.0,0.00%,0,148.48,E-commerce,Website Banner,262.86,Essential Boxy Dress,Dresses,Tiva,Green,M,74.24,42.04,837,Female,46-55,2025-03-02,,Kilby,lkilbyn8@wordpress.com,Germany
2025-05-26,764,8,420,2,72.58,72.58,0.0,0.00%,0,145.16,App Mobile,App Mobile,,Elegant Sleeveless Shoes,Shoes,Tiva,Green,36,72.58,45.41,277,Female,16-25,2025-02-26,Kiersten,Winscomb,kwinscomb7o@unicef.org,Italy
2025-06-15,1946,927,420,2,72.58,72.58,0.0,0.00%,0,145.16,App Mobile,App Mobile,371.36,Elegant Sleeveless Shoes,Shoes,Tiva,Green,36,72.58,45.41,233,Female,26-35,2025-03-27,Cammi,Grotty,cgrotty6g@scribd.com,France
2025-04-20,560,978,358,2,71.86,71.86,0.0,0.00%,0,143.72,E-commerce,Website Banner,355.24,Tailored Wrap Set,Sleepwear,Tiva,Blue,L,71.86,41.37,634,Female,46-55,2025-03-03,Dosi,,dtuxillhl@shareasale.com,Portugal
2025-04-23,930,852,337,2,71.72,71.72,0.0,0.00%,0,143.44,App Mobile,App Mobile,387.92,Essential Linen Set,Sleepwear,Tiva,Red,M,71.72,47.09,745,Female,46-55,2025-04-10,Lyndsay,Arpe,larpeko@ebay.com,Italy
2025-04-21,496,32,6,2,70.86,70.86,0.0,0.00%,0,141.72,App Mobile,App Mobile,540.69,Soft Wrap Shoes,Shoes,Tiva,Green,36,70.86,31.66,982,Female,56-65,2025-01-27,Gerta,Mauvin,gmauvinr9@github.io,Italy
2025-05-30,1881,531,463,2,70.56,70.56,0.0,0.00%,0,141.12,App Mobile,App Mobile,417.74,Bold Boxy Dress,Dresses,Tiva,Blue,S,70.56,44.02,900,Female,36-45,2025-03-04,Katrine,Bartley,kbartleyoz@nyu.edu,Germany
2025-05-25,2433,142,207,2,67.98,67.98,0.0,0.00%,0,135.96,E-commerce,Website Banner,,Vintage Boxy Tee,T-Shirts,Tiva,Red,S,67.98,29.26,151,Female,56-65,2025-04-02,Giacomo,La Padula,glapadula46@blogger.com,Spain
2025-05-25,3194,1028,207,2,67.98,67.98,0.0,0.00%,0,135.96,E-commerce,Website Banner,,Vintage Boxy Tee,T-Shirts,Tiva,Red,S,67.98,29.26,475,Female,26-35,2025-03-15,Angil,Filler,afillerd6@youtube.com,Italy
2025-04-17,1750,1047,365,2,67.76,67.76,0.0,0.00%,0,135.52,E-commerce,Website Banner,441.52,Elegant Wrap Tee,T-Shirts,Tiva,Green,XS,67.76,46.24,161,Female,36-45,2025-03-26,Willetta,Waiting,wwaiting4g@oakley.com,Spain
2025-06-14,1849,6,365,2,67.76,67.76,0.0,0.00%,0,135.52,E-commerce,Website Banner,416.43,Elegant Wrap Tee,T-Shirts,Tiva,Green,XS,67.76,46.24,659,Female,46-55,2025-03-19,Dale,Aysh,dayshia@nih.gov,Portugal
2025-05-30,170,92,142,2,67.29,67.29,0.0,0.00%,0,134.58,App Mobile,App Mobile,,Vintage Satin Dress,Dresses,Tiva,White,S,67.29,32.0,691,Female,46-55,2025-04-04,Guss,Harrington,,Italy
2025-05-26,451,38,142,2,67.29,67.29,0.0,0.00%,0,134.58,E-commerce,Website Banner,440.7,Vintage Satin Dress,Dresses,Tiva,White,S,67.29,32.0,484,Female,56-65,2025-04-26,Loraine,Pulman,lpulmandf@chron.com,France
2025-04-30,1942,802,239,2,66.99,66.99,0.0,0.00%,0,133.98,App Mobile,App Mobile,456.18,Polished Wrap Trousers,Pants,Tiva,Green,XL,66.99,39.77,920,Female,16-25,2025-02-22,Tessy,Avarne,tavarnepj@webnode.com,Spain
2025-05-27,1979,989,239,2,66.99,66.99,0.0,0.00%,0,133.98,E-commerce,Website Banner,287.64,Polished Wrap Trousers,Pants,Tiva,Green,XL,66.99,39.77,22,Female,36-45,2025-03-03,Findley,Mifflin,fmifflinl@zdnet.com,Germany
2025-05-04,32,654,197,2,66.68,66.68,0.0,0.00%,0,133.36,App Mobile,App Mobile,,Polished Linen Shoes,Shoes,Tiva,Black,35,66.68,41.19,881,Female,36-45,2025-03-03,Candi,Chrystal,cchrystalog@cyberchimps.com,Portugal
2025-05-24,1437,899,197,2,66.68,66.68,0.0,0.00%,0,133.36,App Mobile,App Mobile,291.04,Polished Linen Shoes,Shoes,Tiva,Black,35,66.68,41.19,339,Female,16-25,2025-04-16,Vachel,Kahn,vkahn9e@wix.com,France
2025-04-30,2231,450,197,2,66.68,66.68,0.0,0.00%,0,133.36,App Mobile,App Mobile,540.03,Polished Linen Shoes,Shoes,Tiva,Black,35,66.68,41.19,640,Female,26-35,2025-01-20,Kalina,Gadman,,France
2025-06-13,2224,485,383,2,66.38,66.38,0.0,0.00%,0,132.76,E-commerce,Website Banner,225.79,Tailored Crew Set,Sleepwear,Tiva,Black,L,66.38,39.08,822,Female,56-65,2025-04-30,Hilary,Fitzjohn,,Germany
2025-04-13,2244,780,383,2,66.38,66.38,0.0,0.00%,0,132.76,App Mobile,App Mobile,242.5,Tailored Crew Set,Sleepwear,Tiva,Black,L,66.38,39.08,407,Female,16-25,2025-02-22,Denna,,dspencookba@hc360.com,Italy
2025-06-06,3069,843,70,2,66.33,66.33,0.0,0.00%,0,132.66,App Mobile,App Mobile,232.34,Modern Boxy Dress,Dresses,Tiva,White,L,66.33,46.17,551,Female,16-25,2025-03-11,Neel,,nkobschfa@chron.com,France
2025-04-16,530,878,19,2,65.26,65.26,0.0,0.00%,0,130.52,E-commerce,Website Banner,309.83,Soft Silk Dress,Dresses,Tiva,Blue,S,65.26,34.56,800,Female,36-45,2025-05-02,Ninon,Beart,nbeartm7@amazonaws.com,Netherlands
2025-04-27,1293,1138,19,2,65.26,65.26,0.0,0.00%,0,130.52,E-commerce,Website Banner,375.32,Soft Silk Dress,Dresses,Tiva,Blue,S,65.26,34.56,958,Female,56-65,2025-02-23,Gian,Callum,gcallumql@furl.net,Germany
2025-05-25,1429,844,19,2,65.26,65.26,0.0,0.00%,0,130.52,E-commerce,Website Banner,233.87,Soft Silk Dress,Dresses,Tiva,Blue,S,65.26,34.56,802,Female,36-45,2025-03-03,Charissa,Midgley,cmidgleym9@moonfruit.com,Spain
2025-05-05,2890,1185,166,2,65.26,65.26,0.0,0.00%,0,130.52,E-commerce,Website Banner,,Vintage Satin Shoes,Shoes,Tiva,Black,40,65.26,42.46,15,Female,26-35,2025-04-05,Shanan,Lindgren,slindgrene@usgs.gov,Netherlands
2025-05-30,168,686,44,2,64.84,64.84,0.0,0.00%,0,129.68,E-commerce,Website Banner,207.3,Modern Wrap Trousers,Pants,Tiva,Red,XS,64.84,43.62,25,Female,36-45,2025-03-24,,McKune,rmckuneo@freewebs.com,Italy
2025-04-28,3149,772,44,2,64.84,64.84,0.0,0.00%,0,129.68,E-commerce,Website Banner,334.34,Modern Wrap Trousers,Pants,Tiva,Red,XS,64.84,43.62,970,Female,56-65,2025-04-18,Ive,Daville,idavilleqx@archive.org,Germany
2025-05-22,2234,969,260,2,64.28,64.28,0.0,0.00%,0,128.56,E-commerce,Website Banner,216.4,Relaxed Silk Dress,Dresses,Tiva,White,XS,64.28,27.59,792,Female,16-25,2025-03-06,Ema,Griffiths,egriffithslz@macromedia.com,Italy
2025-04-14,880,53,194,2,64.11,64.11,0.0,0.00%,0,128.22,E-commerce,Website Banner,324.33,Vintage Sleeveless Set,Sleepwear,Tiva,White,M,64.11,37.82,885,Female,56-65,2025-04-10,Marc,Slaughter,mslaughterok@skype.com,Spain
2025-04-18,1188,220,469,2,64.08,64.08,0.0,0.00%,0,128.16,E-commerce,Website Banner,525.55,Dresses Drop 1,Dresses,Tiva,Red,L,64.08,29.93,566,Female,36-45,2025-02-11,Erna,Hoble,ehoblefp@loc.gov,Italy
2025-05-23,3239,627,469,2,64.08,64.08,0.0,0.00%,0,128.16,App Mobile,App Mobile,467.58,Dresses Drop 1,Dresses,Tiva,Red,L,64.08,29.93,973,Female,56-65,2025-03-22,Manya,O' Borne,moborner0@tamu.edu,Italy
2025-06-15,1402,1097,371,2,63.82,63.82,0.0,0.00%,0,127.64,App Mobile,App Mobile,228.41,Elegant Cotton Tee,T-Shirts,Tiva,White,XL,63.82,27.46,271,Female,16-25,2025-03-13,Joey,McCrachen,jmccrachen7i@4shared.com,Germany
2025-04-06,468,963,372,2,63.79,63.79,0.0,0.00%,0,127.58,E-commerce,Website Banner,173.16,Essential Linen Trousers,Pants,Tiva,Blue,S,63.79,25.86,342,Female,36-45,2025-04-24,Tyne,Mahony,tmahony9h@xrea.com,Netherlands
2025-06-15,1035,1117,385,2,63.23,63.23,0.0,0.00%,0,126.46,E-commerce,Website Banner,190.25,Essential Satin Trousers,Pants,Tiva,Red,M,63.23,39.24,660,Female,56-65,2025-04-23,Shurlocke,Oslar,,Italy
2025-04-22,1041,977,206,2,63.03,63.03,0.0,0.00%,0,126.06,App Mobile,App Mobile,189.74,Vintage Silk Trousers,Pants,Tiva,Blue,XL,63.03,25.39,415,Female,36-45,2025-03-08,Salvatore,O'Carrol,socarrolbi@army.mil,France
2025-04-19,1562,1113,206,2,63.03,63.03,0.0,0.00%,0,126.06,App Mobile,App Mobile,304.05,Vintage Silk Trousers,Pants,Tiva,Blue,XL,63.03,25.39,958,Female,56-65,2025-02-23,Gian,Callum,gcallumql@furl.net,Germany
2025-06-17,2849,710,206,2,63.03,63.03,0.0,0.00%,0,126.06,E-commerce,Website Banner,,Vintage Silk Trousers,Pants,Tiva,Blue,XL,63.03,25.39,826,Female,26-35,2025-05-07,Phineas,Doddemeede,pdoddemeedemx@answers.com,Portugal
2025-06-06,3067,848,56,2,62.92,62.92,0.0,0.00%,0,125.84,App Mobile,App Mobile,181.08,Modern Wrap Shoes,Shoes,Tiva,Red,XS,62.92,42.57,500,Female,56-65,2025-04-20,Alta,Robshaw,arobshawdv@myspace.com,Germany
2025-05-16,1772,237,38,2,62.8,62.8,0.0,0.00%,0,125.6,E-commerce,Website Banner,465.41,Soft Crew Tee,T-Shirts,Tiva,Red,XS,62.8,26.96,167,Female,46-55,2025-03-07,Adelheid,Queripel,aqueripel4m@friendfeed.com,France
2025-05-20,1223,98,192,2,62.48,62.48,0.0,0.00%,0,124.96,E-commerce,Website Banner,413.91,Polished Silk Dress,Dresses,Tiva,Green,L,62.48,41.81,879,Female,46-55,2025-05-21,Rozanna,Gaddes,rgaddesoe@mlb.com,Netherlands
2025-04-29,377,1124,378,2,62.39,62.39,0.0,0.00%,0,124.78,E-commerce,Website Banner,162.23,Essential Ribbed Trousers,Pants,Tiva,Black,M,62.39,25.39,314,Female,26-35,2025-03-19,Aland,Cobon,acobon8p@ibm.com,Germany
2025-04-20,2376,991,323,2,62.34,62.34,0.0,0.00%,0,124.68,App Mobile,App Mobile,200.08,Tailored Wrap Tee,T-Shirts,Tiva,Blue,XS,62.34,37.28,734,Female,46-55,2025-03-28,,Blunsom,zblunsomkd@posterous.com,Netherlands
2025-05-31,473,580,115,2,62.27,62.27,0.0,0.00%,0,124.54,App Mobile,App Mobile,422.78,Modern High-Waist Set,Sleepwear,Tiva,Green,XL,62.27,36.74,833,Female,56-65,2025-03-07,Analise,Genever,,Portugal
2025-06-14,737,344,115,2,62.27,62.27,0.0,0.00%,0,124.54,App Mobile,App Mobile,,Modern High-Waist Set,Sleepwear,Tiva,Green,XL,62.27,36.74,485,Female,36-45,2025-02-11,Mathias,Pavkovic,mpavkovicdg@topsy.com,Netherlands
2025-04-29,978,369,437,2,62.17,62.17,0.0,0.00%,0,124.34,E-commerce,Website Banner,257.37,Elegant Boxy Dress,Dresses,Tiva,Green,L,62.17,26.23,832,Female,16-25,2025-03-04,Tammi,Shipperbottom,,Italy
2025-04-19,979,530,152,2,61.7,61.7,0.0,0.00%,0,123.4,App Mobile,App Mobile,547.16,Classic Silk Set,Sleepwear,Tiva,Black,XS,61.7,29.11,398,Female,16-25,2025-01-26,Rabi,Nairn,rnairnb1@wikispaces.com,Spain
2025-04-18,1998,637,152,2,61.7,61.7,0.0,0.00%,0,123.4,App Mobile,App Mobile,298.98,Classic Silk Set,Sleepwear,Tiva,Black,XS,61.7,29.11,37,Female,46-55,2025-03-02,Goldina,Brugger,gbrugger10@github.io,Netherlands
2025-05-17,2302,1295,266,2,61.67,61.67,0.0,0.00%,0,123.34,E-commerce,Website Banner,275.39,Polished Crew Trousers,Pants,Tiva,Green,L,61.67,38.37,144,Female,46-55,2025-03-09,Cly,Quilligan,cquilligan3z@blogger.com,Germany
2025-04-23,776,781,399,2,61.6,61.6,0.0,0.00%,0,123.2,App Mobile,App Mobile,232.42,Elegant Linen Shoes,Shoes,Tiva,Green,38,61.6,38.52,639,Female,56-65,2025-03-26,Donnamarie,Mont,dmonthq@wikia.com,Italy
2025-04-13,2066,1088,399,2,61.6,61.6,0.0,0.00%,0,123.2,App Mobile,App Mobile,340.0,Elegant Linen Shoes,Shoes,Tiva,Green,38,61.6,38.52,385,Female,46-55,2025-04-11,Dar,Paulich,dpaulichao@illinois.edu,Germany
2025-06-16,338,1078,125,2,61.27,61.27,0.0,0.00%,0,122.54,E-commerce,Website Banner,332.1,Classic Satin Shoes,Shoes,Tiva,Green,35,61.27,28.7,521,Female,46-55,2025-03-18,Daniel,McAvinchey,,France
2025-05-21,2758,797,125,2,61.27,61.27,0.0,0.00%,0,122.54,E-commerce,Website Banner,266.9,Classic Satin Shoes,Shoes,Tiva,Green,35,61.27,28.7,657,Female,26-35,2025-03-16,Melonie,Lillow,mlillowi8@cdc.gov,Italy
2025-04-19,3044,767,15,2,61.26,61.26,0.0,0.00%,0,122.52,App Mobile,App Mobile,423.12,Soft Cotton Tee,T-Shirts,Tiva,Blue,S,61.26,27.85,427,Female,26-35,2025-03-26,Joellen,Haddleston,jhaddlestonbu@dot.gov,Spain
2025-04-13,1299,590,352,2,61.12,61.12,0.0,0.00%,0,122.24,E-commerce,Website Banner,324.12,Essential Sleeveless Set,Sleepwear,Tiva,Green,S,61.12,40.15,512,Female,56-65,2025-02-01,Desirae,Damper,ddampere7@wikispaces.com,Germany
2025-04-20,2225,915,352,2,61.12,61.12,0.0,0.00%,0,122.24,E-commerce,Website Banner,241.74,Essential Sleeveless Set,Sleepwear,Tiva,Green,S,61.12,40.15,672,Female,56-65,2025-01-23,Edd,Meiklem,emeiklemin@tripadvisor.com,Germany
2025-05-25,223,113,483,2,60.89,60.89,0.0,0.00%,0,121.78,App Mobile,App Mobile,448.08,T-Shirts Drop 3,T-Shirts,Tiva,Red,S,60.89,32.66,872,Female,26-35,2025-02-07,Ban,Kapelhof,,Netherlands
2025-04-15,3257,1272,305,2,60.79,60.79,0.0,0.00%,0,121.58,App Mobile,App Mobile,188.26,Relaxed Wrap Trousers,Pants,Tiva,Blue,L,60.79,37.56,254,Female,36-45,2025-04-21,Emilee,Matus,ematus71@example.com,Italy
2025-04-19,2492,880,129,2,60.68,60.68,0.0,0.00%,0,121.36,App Mobile,App Mobile,,Classic Linen Trousers,Pants,Tiva,Red,XS,60.68,24.4,380,Female,46-55,2025-03-15,Elset,Espinoy,eespinoyaj@amazon.de,Italy
2025-04-04,1129,354,191,2,60.52,60.52,0.0,0.00%,0,121.04,App Mobile,App Mobile,342.09,Polished Satin Dress,Dresses,Tiva,Blue,XS,60.52,25.9,545,Female,16-25,2025-04-22,Lorianna,Shulver,lshulverf4@answers.com,Germany
2025-04-14,2450,529,111,2,60.36,60.36,0.0,0.00%,0,120.72,App Mobile,App Mobile,341.18,Modern Sleeveless Trousers,Pants,Tiva,White,XS,60.36,29.39,566,Female,36-45,2025-02-11,Erna,Hoble,ehoblefp@loc.gov,Italy
2025-05-28,828,202,54,2,60.33,60.33,0.0,0.00%,0,120.66,App Mobile,App Mobile,516.82,Modern Silk Dress,Dresses,Tiva,Blue,L,60.33,40.33,972,Female,26-35,2025-03-11,Brenden,Iacapucci,biacapucciqz@hhs.gov,France
2025-04-16,2703,13,54,2,60.33,60.33,0.0,0.00%,0,120.66,App Mobile,App Mobile,,Modern Silk Dress,Dresses,Tiva,Blue,L,60.33,40.33,253,Female,26-35,2025-04-01,Sutton,Garvan,sgarvan70@fotki.com,France
2025-05-19,1261,238,433,2,60.12,60.12,0.0,0.00%,0,120.24,E-commerce,Website Banner,378.22,Essential Boxy Trousers,Pants,Tiva,Red,XS,60.12,35.2,958,Female,56-65,2025-02-23,Gian,Callum,gcallumql@furl.net,Germany
2025-06-14,825,513,347,2,59.92,59.92,0.0,0.00%,0,119.84,E-commerce,Website Banner,441.25,Tailored Sleeveless Tee,T-Shirts,Tiva,Blue,XS,59.92,35.38,474,Female,36-45,2025-03-28,,Husselbee,khusselbeed5@cornell.edu,France
2025-04-30,1523,292,347,2,59.92,59.92,0.0,0.00%,0,119.84,App Mobile,App Mobile,317.3,Tailored Sleeveless Tee,T-Shirts,Tiva,Blue,XS,59.92,35.38,103,Female,56-65,2025-02-17,Paulina,Seale,pseale2u@sun.com,France
2025-04-17,1245,378,472,2,59.9,59.9,0.0,0.00%,0,119.8,App Mobile,App Mobile,354.21,Tailored Satin Trousers,Pants,Tiva,White,XL,59.9,41.39,943,Female,56-65,2025-03-02,Winonah,Borgnet,wborgnetq6@woothemes.com,Italy
2025-05-28,1667,1239,472,2,59.9,59.9,0.0,0.00%,0,119.8,E-commerce,Website Banner,385.12,Tailored Satin Trousers,Pants,Tiva,White,XL,59.9,41.39,253,Female,26-35,2025-04-01,Sutton,Garvan,sgarvan70@fotki.com,France
2025-06-13,1439,1039,380,2,59.84,59.84,0.0,0.00%,0,119.68,App Mobile,App Mobile,405.63,Tailored Silk Set,Sleepwear,Tiva,White,M,59.84,29.0,460,Female,56-65,2025-02-24,Josie,Loakes,jloakescr@kickstarter.com,Netherlands
